Sex;Language;Education;Age;Wages
Male;English;11;16;7
Male;English;11;43;15.5
Female;French;10;52;15.5
Male;English;19;26;10
Male;English;12;40;15.71
Female;English;11;41;15.5
Female;English;13.5;22;8.98
Female;English;10.3;18;7.07
Female;English;8;30;15.5
Male;English;17;23;12
Male;English;10.5;36;10
Male;English;11;21;11.19
Male;English;13.1;25;14.4
Female;English;15;35;15.5
Male;English;8;76;15.5
Female;English;12.5;71;15.5
Male;English;10;76;15.5
Male;English;10;31;15.5
Male;English;13;33;18.24
Male;English;16;43;15.5
Female;Other;10;25;10.95
Male;English;10.5;26;16.05
Female;Other;8;61;14.86
Male;English;12.5;17;6.3
Male;Other;13;53;15.5
Male;English;10;73;15.5
Female;Other;13;41;18.24
Female;English;12;19;7
Male;English;13;71;15.5
Male;Other;13;30;13.3
Female;English;10;80;15.5
Female;French;7;64;15.5
Male;English;9;83;15.5
Male;English;9;50;15.5
Female;English;10;70;15.5
Female;English;12;74;15.5
Female;English;12;36;9
Female;English;15.5;20;19.76
Female;Other;12;41;14.39
Female;English;16.5;65;15.5
Female;English;9.5;60;6
Male;English;17.2;48;18.72
Male;English;12.9;30;17
Male;English;12;24;17.91
Male;English;13.3;30;19.92
Female;English;8;81;15.5
Female;English;9;63;15.5
Female;English;13;34;15.36
Female;English;3;43;15.5
Female;English;12.2;31;7.91
Male;English;16;28;7.92
Female;English;14.5;40;15.36
Female;Other;0;53;8.12
Female;English;17;41;15.5
Female;English;20;43;15.17
Male;English;14;25;13.59
Female;English;13;50;9.9
Male;French;12.5;24;9.81
Male;English;12.5;38;21.82
Female;English;11;35;15.5
Female;English;11.4;28;15.5
Male;English;9;17;15.5
Male;English;8;49;15.5
Female;Other;7;68;15.5
Male;Other;12.5;17;7.14
Female;English;10.5;46;6.77
Male;English;13;53;18.92
Female;Other;13;69;15.5
Female;English;15.5;25;10.46
Female;English;14;37;17.91
Male;English;11;32;15.5
Female;English;17;51;21.6
Male;English;12;74;15.5
Female;English;19;49;15.5
Male;English;10;71;15.5
Female;English;17;35;15.5
Female;English;12.5;40;6.75
Female;English;12.5;29;10.66
Male;English;11;31;13.6
Male;English;12;72;15.5
Male;English;15;22;6
Female;English;13;36;17.41
Male;English;15;31;11.17
Male;English;17.1;42;15.5
Male;English;11;18;7.3
Female;English;15;34;12.78
Male;English;12;32;7
Female;English;12;59;9.5
Female;English;11;41;15.5
Female;English;14.4;48;15.5
Male;English;12;20;6.9
Female;English;11;17;12.84
Male;English;12.5;73;15.5
Male;English;11;50;16.8
Female;English;10.5;47;10.2
Male;English;8.5;56;15.5
Female;English;12;36;15.5
Male;English;12;41;16.58
Male;English;8;60;12.55
Male;Other;16;50;15.5
Male;English;12.5;31;15.01
Male;English;10;51;15.5
Male;English;16.6;27;14.97
Female;English;14;39;15.5
Male;English;8;64;15.5
Male;English;12;36;18.57
Female;English;8;71;15.5
Male;English;10;35;21.6
Male;English;15;33;17.4
Male;English;9;37;15.5
Male;English;20;29;21.84
Male;Other;13;24;15.5
Female;English;12.5;16;15.5
Male;English;15.1;38;18.03
Male;English;12;36;12.46
Female;English;12.5;36;16.1
Female;English;17;39;21.18
Male;Other;8;54;15.5
Female;English;10.5;46;15.5
Male;English;10;59;15.5
Female;English;9;41;15.5
Female;English;8;80;15.5
Male;English;11;26;12.22
Male;English;15;28;9.72
Male;English;11;34;21.57
Female;English;14;36;14.81
Male;English;13;18;6.81
Male;English;14;56;15.5
Male;English;12;43;17.67
Female;English;14;28;15.5
Female;English;11.5;46;12.8
Female;English;14;66;15.5
Female;French;0;63;15.5
Male;Other;10.1;33;15.5
Male;English;11.2;18;8.26
Male;English;8;52;15.5
Male;English;12;68;15.5
Female;English;11;38;15.5
Female;Other;12;32;16.46
Female;English;14;65;15.5
Female;English;10;36;15.5
Female;English;18.3;25;7
Female;Other;8;45;15.5
Male;English;17;25;12.07
Male;English;16;70;15.5
Female;English;12.5;43;15.67
Female;English;11;22;8
Female;English;16;55;15.5
Female;English;9.5;45;7.25
Male;English;10;30;15.5
Male;English;16;66;6.7
Female;English;12;44;15.5
Female;English;12.5;30;11.93
Male;English;12;17;6.45
Male;English;8;60;15.5
Male;Other;12.5;79;15.5
Male;English;9;62;15.5
Male;English;11.1;20;15.5
Female;English;15;59;8
Male;English;12;71;15.5
Female;English;12;57;7
Male;English;17;37;19.4
Female;English;14;43;15.5
Female;French;13.5;47;15.5
Male;French;9;32;8.9
Female;English;10;32;15.5
Female;English;14;20;7
Male;English;14;49;15.5
Male;English;0;57;15.5
Male;Other;13;27;9.5
Male;Other;17.6;24;10.14
Female;English;12;34;8.5
Male;English;11.5;38;15.5
Female;Other;6;51;7.5
Female;English;17;23;8.37
Male;French;11;42;15.06
Male;English;8;62;15.5
Female;English;12;17;15.5
Female;English;10;65;15.5
Female;English;12;79;15.5
Male;Other;16;57;15.5
Female;English;13;64;15.5
Female;English;11;54;14.6
Female;English;11;64;10
Female;English;12;42;15.5
Female;English;14.6;21;7.11
Female;English;16;70;15.5
Male;English;13;41;12.8
Female;English;18;26;15.5
Female;Other;16;36;15.5
Female;English;13;48;6.99
Female;English;17;67;15.5
Female;English;10;26;15.5
Female;English;18;36;13.04
Female;English;13;18;8.57
Male;English;12.5;30;6.43
Female;English;16;57;18.21
Female;English;11;39;14.33
Female;French;15.5;22;6.47
Male;English;20;43;15.5
Male;Other;13;24;11.5
Female;English;11.5;32;17.35
Male;English;10;80;15.5
Female;English;8;55;14.85
Female;English;12;47;15.5
Male;English;17;32;22.56
Female;English;14;19;6.84
Male;English;14;58;9.43
Female;English;17.2;38;14.44
Male;English;13.6;25;15.33
Female;English;8;69;15.5
Female;English;11.5;83;15.5
Male;English;14;83;15.5
Male;English;10;17;15.5
Female;English;15;79;15.5
Female;English;12;53;15.5
Female;Other;10;34;12.64
Male;English;20;45;12.8
Female;English;11;39;12.48
Male;English;14;20;10.81
Male;French;12;35;15.5
Male;Other;8;78;15.5
Male;English;11;16;17.5
Female;English;12;49;10
Male;English;2;16;15.5
Female;English;10;48;15.5
Female;English;20;35;21.39
Male;English;10;16;15.5
Male;Other;20;25;20.4
Male;English;14;26;15.5
Male;Other;16;42;19.68
Male;English;10;32;12.1
Female;English;13.5;39;15
Male;English;12;24;8
Female;English;10;68;15.5
Male;Other;17;31;10.46
Female;Other;15;68;15.5
Female;French;8;76;15.5
Male;English;10;67;15.5
Male;English;15;47;15.5
Female;English;10;16;15.5
Male;English;15;26;15.5
Female;English;17.6;32;11.76
Male;English;10;16;15.5
Female;English;11;52;15.5
Male;French;8;61;15.5
Female;Other;14;65;15.5
Male;Other;13;62;18.99
Female;Other;11;45;15.5
Female;English;12;41;15.5
Female;English;15;38;8
Female;English;12;18;7
Female;English;9;66;15.5
Female;English;9;55;15.5
Male;English;14;45;12
Male;Other;8;73;15.5
Female;English;12;28;15.5
Female;English;3;17;7
Female;English;13;34;15.5
Male;English;17;33;15.5
Male;Other;6;25;8
Male;English;15;52;15.5
Male;English;12.5;61;22.4
Female;English;12;46;15.5
Female;English;12.1;48;12.8
Male;Other;20;25;20.16
Female;English;15.2;62;15.5
Female;Other;10;19;15.5
Female;English;12;18;15.5
Female;English;10.2;35;15.5
Female;English;12;39;13.31
Male;English;8;54;8.55
Female;French;9;79;15.5
Male;Other;8;58;18.24
Female;English;11;17;6.25
Male;English;16.5;25;9
Female;English;11;66;15.5
Female;English;12.5;48;15.5
Female;English;16;29;15.5
Female;Other;13.6;49;17.4
Female;English;16;37;15.5
Male;Other;10;25;9.6
Female;Other;11;55;6.76
Female;Other;14;39;15.5
Male;English;14.6;23;7.5
Female;English;19;29;15.5
Male;English;9;58;15.5
Female;English;14;32;19.76
Female;English;10;28;8
Female;English;10;42;6.85
Female;English;20;34;18.25
Female;Other;16;45;19.2
Male;English;12.5;60;15.5
Male;French;18;39;15.73
Male;English;8;64;15.5
Male;English;20;43;15.5
Female;English;11;16;15.5
Male;Other;11;16;15.5
Male;English;8;48;15.5
Female;English;10;33;15.5
Male;English;13;46;9.01
Male;English;11;65;15.5
Female;English;14;23;15.5
Male;English;13;27;15.5
Female;English;15;78;15.5
Female;French;11;32;15.5
Male;English;10;41;17
Male;English;10;50;12.59
Female;English;10;76;15.5
Male;Other;11.5;54;15.5
Male;English;8;56;15.5
Female;Other;13.5;37;8
Male;English;9.5;48;15.5
Female;French;12;46;15.5
Male;English;10;42;21.6
Female;English;11;75;15.5
Male;Other;12;70;15.5
Female;English;9;43;15.5
Female;English;12;48;15.5
Male;English;15;41;17.16
Female;English;16.6;29;15.5
Male;English;9;54;15.5
Female;English;12;17;15.5
Male;English;16.3;30;11.25
Female;English;15;45;6.75
Male;Other;12.5;30;7.5
Male;English;12;30;13.67
Male;Other;16;33;19.08
Male;English;12.1;43;16.9
Male;English;12;37;15.5
Male;Other;15;33;20.21
Female;English;12;55;9.95
Female;English;17.6;25;7
Female;English;8;74;15.5
Male;French;20;30;15.5
Female;English;11;60;15.5
Female;English;17;29;15.5
Male;English;12.5;76;15.5
Male;English;12.5;27;8.75
Female;Other;14;32;15.84
Female;English;15.3;24;15.5
Male;French;6;59;15.5
Female;English;12.5;38;20.68
Female;Other;12;23;19.7
Male;English;10;32;15.5
Female;English;10;46;15.5
Male;English;7;60;15.5
Female;English;12.1;35;10.09
Male;English;17;24;8.63
Male;English;12.5;40;17.52
Male;English;15;28;17.22
Male;Other;10.2;30;13.5
Female;English;11.5;53;14.15
Male;English;12;40;15.5
Female;English;15;41;18
Female;English;12.5;71;15.5
Female;Other;8;64;15.5
Female;English;9;73;15.5
Female;English;14;58;15.5
Male;English;12;26;13
Male;English;8;65;15.5
Female;English;11;16;6
Female;English;11.5;66;7
Male;Other;8;52;15.5
Male;English;11;33;17
Female;English;15;59;15.5
Male;English;12;50;18.46
Female;English;12;31;10.63
Female;English;12;91;15.5
Male;French;8;51;18.24
Female;English;6;66;15.5
Male;English;13.5;42;15.5
Female;English;13.1;18;7.79
Female;English;18.2;47;15.5
Female;English;12;39;15.5
Male;Other;8;51;16.67
Male;French;9;66;15.5
Male;Other;8;75;15.5
Female;English;14.4;32;16.26
Male;Other;8;69;15.5
Female;Other;5;61;15.5
Female;English;14;29;10
Female;English;9;17;15.5
Female;Other;3;55;15.5
Female;English;12;30;15.5
Male;English;10;29;11.06
Male;English;14.5;51;15.5
Male;Other;6;53;15
Female;English;14;23;7.88
Male;English;17;58;15.5
Male;English;14;64;15.5
Male;Other;8;67;15.5
Male;English;12;78;15.5
Female;English;16.3;31;7
Female;English;9.5;26;15.5
Male;English;12;61;17.28
Female;English;10;16;15.5
Female;English;13.5;29;10.28
Male;English;11;38;11
Female;English;12;57;9.12
Male;English;10;70;15.5
Male;English;15.6;22;14.93
Male;English;11;46;15.5
Male;English;10;35;12.5
Male;English;11;73;15.5
Female;French;10;57;10.26
Male;English;12;30;15.5
Female;English;13.2;41;17.6
Male;English;10.8;26;16
Male;English;12.5;88;15.5
Female;English;10;59;8.51
Male;French;15;36;15.5
Female;English;10;62;15.5
Male;Other;11.5;57;19.2
Male;English;14;49;16
Male;Other;12;35;15.5
Male;English;11;51;15.5
Male;English;17;72;15.5
Female;English;8;88;15.5
Male;English;15;31;15.75
Female;English;10;44;15.5
Female;English;11;33;15.5
Female;English;11;19;15.5
Male;English;12.5;46;22
Male;English;20;81;15.5
Male;English;11;79;15.5
Female;Other;9;20;15.5
Female;English;12;51;10.24
Male;English;9;50;15.5
Female;English;15;28;15.5
Male;English;13;42;8.32
Male;Other;14;43;15.5
Female;English;9.5;20;12.84
Male;English;17;73;15.5
Female;English;12;39;10.61
Female;English;17;45;15.66
Male;English;11;47;18
Female;English;18;53;18.56
Female;English;8;83;15.5
Female;English;11;64;12.8
Female;English;14;34;15.5
Male;English;12;24;13.44
Female;Other;12.5;49;15.5
Male;English;9;73;15.5
Female;English;10;62;15.5
Male;English;12.5;32;6.95
Female;English;13;19;15.5
Male;English;13.2;24;7.18
Female;Other;8;72;15.5
Female;French;16;69;15.5
Male;English;9;64;15.5
Male;English;12.5;65;15.5
Female;English;13.5;28;15.5
Female;English;11;71;15.5
Male;Other;20;42;18
Female;English;11.5;33;13.71
Female;English;12.4;19;7.84
Male;English;15.5;22;15.5
Male;English;12.5;34;15.5
Male;English;11;33;21.6
Male;English;11;20;15.5
Male;English;12.5;35;8.78
Male;English;12;31;18.24
Male;English;9;60;9
Female;English;11;58;15.5
Female;English;12.7;24;12.19
Female;English;12.5;46;10.97
Male;English;12;33;17.5
Male;English;13;19;15.5
Female;English;14;50;15.5
Male;Other;14;19;6.7
Female;English;12;29;15.5
Female;English;12.5;40;10.78
Male;English;8;54;15.5
Female;English;12;34;7.68
Male;English;13.5;32;15.22
Male;English;12.5;32;15.5
Female;English;8;36;15.5
Male;English;10;17;15.5
Female;English;14.1;18;8.74
Male;English;10.5;76;15.5
Male;English;18.3;42;15.5
Female;English;12;18;6.51
Female;English;10;61;15.5
Male;English;10.5;38;13.5
Female;English;14;68;15.5
Male;English;10;44;15.5
Male;English;14;37;20
Female;English;18.5;26;8.6
Female;English;8;63;15.5
Female;English;12.5;54;15.5
Female;English;18;32;22.77
Female;French;8.5;57;15.5
Female;French;11.1;26;15.5
Male;Other;14;36;20
Female;English;12;67;15.5
Male;English;10.5;43;18.64
Male;English;12;51;15
Male;English;7.5;63;21.6
Male;English;10;68;15.5
Male;French;13;19;15.5
Female;English;12.5;35;8.64
Male;English;10;25;15.5
Female;English;14;35;18
Male;English;14;41;15.5
Male;Other;13.3;26;15.5
Female;English;16.5;28;6.9
Male;English;13;36;19.2
Female;English;11;76;15.5
Male;English;15.5;22;6.35
Female;Other;17;31;15.5
Male;English;15;26;15.5
Female;English;19;29;20.67
Female;Other;8;56;15.5
Female;French;8;59;15.5
Male;English;15;74;15.5
Male;English;17;25;14.4
Male;Other;5;71;15.5
Male;English;12;20;6.35
Female;English;13.5;26;7
Female;Other;18;47;15.5
Male;Other;13;40;18.1
Male;English;8;55;15.5
Male;English;13.6;23;15.5
Male;English;10.5;45;17.5
Male;English;8;47;11.94
Female;English;12;20;7
Female;English;10.5;78;15.5
Male;Other;17.4;26;19.98
Female;English;15.4;38;16
Male;English;15;37;15.5
Female;Other;8;84;15.5
Female;English;15;38;15.5
Female;Other;10;49;15.5
Female;English;10;74;15.5
Female;French;8;75;15.5
Female;French;1;69;15.5
Male;English;16;21;8.89
Female;English;7;83;15.5
Male;English;9;81;15.5
Female;English;18;36;15.5
Female;English;13;25;12.35
Female;English;18;45;15.5
Male;English;13.5;35;15.5
Female;English;13;32;15.5
Female;English;11.5;41;15.5
Female;English;11;58;15.5
Male;English;10.5;48;17.48
Male;English;16;46;16.83
Female;English;12;45;15.5
Female;English;12.5;45;15.5
Male;English;17;64;15.5
Female;English;12;24;15.5
Male;English;12;66;15.5
Female;English;17;24;13.55
Male;English;13;33;6.21
Female;English;12;42;11.1
Female;English;14.5;46;9.9
Female;English;12;40;12.96
Male;English;10;62;15.5
Male;English;10;63;15.5
Female;English;13;20;7.3
Male;English;13.5;31;13.31
Male;Other;20;36;15.5
Female;English;12;45;12.62
Female;English;14;35;15.5
Female;English;12;34;15.5
Male;English;12;27;17
Male;English;16;51;20
Female;Other;4;75;15.5
Male;English;11;17;7.64
Female;English;15;54;12.17
Female;English;10.5;27;15.5
Female;English;12.5;36;13.61
Male;English;8;77;15.5
Male;English;12.4;18;15.5
Male;English;12;71;15.5
Female;English;14;29;17.63
Male;English;12;79;15.5
Male;Other;14;69;15.5
Female;English;16;31;14.5
Male;English;12;65;15.5
Male;English;12.5;55;15.5
Male;English;11;66;15.5
Male;English;11.6;20;7.55
Female;English;10;16;15.5
Male;Other;16;28;15.5
Male;English;16.5;24;8
Male;English;16.3;21;5.8
Female;English;15;42;15.5
Female;French;8;78;15.5
Male;English;0;84;15.5
Female;English;12.1;28;10.79
Female;English;9.5;55;13.1
Male;English;11;38;20.4
Male;Other;18;28;20.87
Male;English;9;73;15.5
Male;Other;7;69;15.5
Female;English;13;38;16
Male;English;18.5;26;15.53
Male;English;16;26;15.5
Female;French;15.9;30;15.5
Male;English;16;32;9.59
Male;Other;10;24;11.5
Male;English;10;50;13.5
Male;English;11;18;15.5
Male;Other;12;18;6.7
Male;English;10;67;6.21
Male;Other;8.5;55;15.5
Male;English;9;46;11.86
Male;English;13.2;53;16.48
Female;English;12;30;9.85
Male;English;12;80;15.5
Male;English;12;33;8.57
Female;English;16;78;15.5
Female;English;14;53;10
Male;English;12.5;44;15.5
Female;English;14;48;15.5
Female;English;17.6;44;22.56
Female;English;13;36;19.04
Female;English;8;63;15.5
Female;Other;10;71;15.5
Male;English;12.5;65;15.5
Male;English;12;45;21.53
Female;English;12;68;15.5
Female;English;20;33;7.4
Female;English;12;39;19.2
Male;Other;12.3;39;15.5
Male;English;14;29;13.45
Female;English;6;61;15.5
Male;English;10;62;15.5
Female;English;14;36;9.92
Female;Other;11;41;7.61
Female;English;12;43;13.62
Male;English;5;57;15.5
Female;English;10;40;15.5
Female;Other;10;74;15.5
Female;English;12;52;9.64
Female;English;12.5;16;15.5
Male;English;10;51;11.95
Female;Other;8;57;12.73
Male;English;12;26;10.95
Male;English;9;42;20
Male;English;4;80;15.5
Male;English;14;46;15.5
Female;English;12.5;49;15.5
Male;English;9.5;38;19.2
Female;French;12;69;15.5
Female;English;9;67;15.5
Female;English;8.5;29;15.5
Female;Other;11;18;15.5
Male;English;11;32;16.8
Male;English;14;45;18.92
Female;English;12;48;15.5
Male;English;14;30;20.92
Female;English;11;69;15.5
Male;French;12.5;64;15.5
Female;English;19;31;20.58
Female;English;15.5;30;12.57
Female;English;12;19;15.5
Male;English;16;24;7
Male;Other;13.5;38;15.5
Female;English;12.5;23;11.02
Male;English;8;63;15.5
Female;Other;12;53;15.87
Female;English;17;26;11.21
Female;English;10;72;15.5
Female;English;11.5;47;19.18
Female;English;12;42;6.5
Female;English;14.1;38;14.4
Female;English;13;39;15.5
Female;English;12;19;6.7
Female;English;11;68;15.5
Female;English;12;26;7.77
Male;English;10;16;6.7
Male;English;11;64;15.5
Female;English;12;33;9.33
Male;Other;9;54;7.46
Female;Other;16.5;54;16.46
Male;English;10;59;15.5
Male;Other;12.5;52;14
Female;French;10;27;15.5
Female;English;12;29;8.54
Male;English;12;50;18
Male;English;12.5;27;12.5
Female;English;9;62;15.5
Male;English;12;43;15
Female;English;9.5;39;15.5
Male;English;14;39;14.77
Female;English;11;17;7.04
Male;English;8;52;14
Female;French;13;66;15.5
Male;English;12;31;21.88
Female;English;12.5;32;11.6
Female;English;7;62;15.5
Male;English;12.8;36;20.09
Male;English;8;63;15.5
Male;English;13.5;75;15.5
Female;English;14;75;15.5
Female;English;15;32;20.83
Male;English;19;49;15.5
Male;Other;10;54;15.5
Male;English;20;42;22.5
Female;Other;18;34;20.64
Female;English;17;38;7.25
Male;English;12.5;75;15.5
Male;Other;12;43;20
Female;English;12;66;15.5
Female;English;17;54;17.92
Female;English;12;34;12.61
Male;English;12.5;56;18.75
Female;Other;2;49;10.45
Female;English;12;39;15.5
Female;English;11;60;15.5
Female;English;13.2;52;6.69
Male;English;8.5;68;15.5
Male;English;11;75;15.5
Female;Other;15;57;15.91
Male;English;13.7;20;7.2
Female;English;9;74;15.5
Female;English;15;61;15.5
Male;English;11;17;9.44
Female;English;13;68;15.5
Female;English;13;28;14.85
Male;English;11.5;29;13.01
Female;Other;3;57;15.5
Female;French;15;29;22.59
Female;Other;12;46;13.4
Female;French;10;52;15.5
Male;English;17;44;19.2
Male;French;12;39;14.85
Female;English;15;43;15.5
Female;English;17;23;7.75
Female;French;15;26;15.5
Male;English;11;36;15.5
Male;English;8;59;15.5
Female;English;13;30;8
Male;Other;9;25;10
Male;English;15;34;11.9
Female;English;14.6;25;15.5
Female;Other;16;80;15.5
Male;English;16;21;9
Female;English;10;67;15.5
Female;English;14;72;15.5
Female;English;15;47;16.66
Female;English;13;73;15.5
Female;English;12;19;7.99
Female;English;13.5;31;15.5
Male;French;12;23;7
Male;English;9;42;17.9
Female;English;13;68;15.5
Female;English;8;50;13.81
Male;Other;12.5;43;15.5
Female;English;11;28;15.5
Male;English;10;50;15.5
Female;English;15;57;15.5
Female;English;15;30;15.5
Female;English;9.5;20;8.01
Female;English;13;48;8
Female;English;12.5;42;20.57
Female;Other;14;54;15.5
Female;English;15;48;15.5
Female;English;12;52;7
Female;English;15;26;14.97
Male;English;10;33;15.5
Female;English;12.5;22;11
Female;English;12.5;74;15.5
Male;English;10.5;38;15.5
Female;English;17;25;6.3
Female;English;10;24;15.5
Female;French;17.5;38;15.5
Female;English;12.5;21;7
Male;Other;20;45;10
Male;English;6;54;15.5
Male;Other;19;85;15.5
Male;English;12;48;18
Male;English;14;53;18.91
Male;French;12.5;22;9.5
Male;English;15.5;22;7
Female;English;12;43;10.08
Male;English;11;71;15.5
Male;English;13;66;15.5
Female;Other;14.3;31;10
Female;English;14;78;15.5
Female;English;14;25;7.3
Male;English;12;30;17.44
Male;English;13;37;15.5
Male;English;10;16;15.5
Female;English;16;25;10.36
Male;English;8;64;15.5
Male;English;14;30;18.53
Male;English;20;37;15.5
Male;English;12.5;47;15.5
Male;English;10;42;7.45
Male;English;15;53;15.5
Female;Other;4;62;15.5
Female;English;10;74;15.5
Female;English;11;48;15.5
Female;English;12;39;13.71
Female;English;14;26;14.51
Male;French;16;51;20.16
Female;English;13.6;20;6.67
Female;English;15.8;37;12.1
Female;English;13;38;6.97
Male;English;14;31;18.92
Female;English;10;61;15.5
Female;English;8;71;15.5
Female;English;15.5;21;5.8
Female;English;14;30;9.6
Male;English;15.1;25;15.7
Male;French;6;65;15.5
Male;English;10;71;15.5
Male;Other;5;53;15.5
Male;English;11.1;53;19.6
Male;English;12.5;40;15.5
Female;English;8;66;15.5
Male;English;18;26;15.5
Female;English;13.5;34;20.26
Female;English;8;58;15.5
Female;English;12;52;15.5
Male;English;16;35;15.5
Male;English;8;65;15.5
Female;English;19.1;35;22.18
Female;English;17;25;9.5
Male;English;20;46;15.36
Male;Other;11;75;15.5
Female;English;12.5;76;15.5
Female;Other;8;37;15.5
Female;English;15.3;27;6.97
Female;English;10;36;15.5
Female;French;12.5;36;10.16
Female;Other;12;33;10.16
Female;English;12;34;7.5
Female;English;12.1;30;7
Male;English;3;58;15.5
Female;English;13;70;15.5
Female;Other;8;58;15.5
Female;Other;10;46;9.63
Female;Other;14;47;6.72
Male;French;14;36;18.68
Female;French;13;69;15.5
Female;Other;12;50;15.5
Female;English;13;43;15.5
Female;French;13;26;13.5
Female;French;15.5;22;9.37
Female;Other;12.9;45;15.5
Male;English;12.5;27;16
Male;French;18;28;7.37
Male;English;14;28;11.58
Male;English;11.8;19;15.5
Male;Other;9;70;15.5
Female;English;10;24;7.5
Female;English;15;44;15.5
Male;Other;8;81;15.5
Male;English;11.5;34;15.5
Male;English;15;36;10
Female;English;12.5;45;20.85
Female;English;12.5;34;19.66
Male;Other;11;61;19.93
Female;Other;14;75;15.5
Female;English;14.1;23;15.5
Female;English;12;66;6
Female;English;15;39;15.5
Male;English;11.6;30;12.12
Female;English;12;54;11.52
Male;English;12;18;6.25
Female;English;10;80;15.5
Male;Other;8;68;15.5
Female;English;16;40;15.5
Male;English;10;32;15.5
Male;English;13;42;16.32
Male;English;15.5;56;20
Male;English;12.5;22;8.26
Male;English;12;21;7.62
Male;English;11;17;15.5
Male;English;10;18;15.5
Male;English;12.5;35;9
Female;English;13;29;14.63
Male;Other;10;47;15.5
Male;English;9.1;39;15.5
Male;English;14;67;15.5
Female;English;12.5;29;15.5
Male;English;14;24;10.63
Male;English;13.6;21;15.5
Female;Other;8;49;9.69
Male;English;14.5;25;8
Female;English;13;50;15.5
Female;English;12.6;39;15.5
Female;English;13;80;15.5
Female;Other;12;35;15.5
Female;English;13;71;15.5
Male;English;12;19;7
Male;English;18;26;15.5
Male;English;15;48;21.45
Male;English;13.5;49;20
Female;English;12;41;12.14
Female;English;12.5;40;10.34
Male;English;12;32;16
Male;English;9;46;12
Male;English;15;46;14.83
Female;English;13.5;47;15.5
Female;English;11;39;15.5
Female;English;14;44;15.5
Female;English;13.5;65;15.5
Male;Other;13;33;15.5
Female;English;13;43;15.5
Male;English;10;43;15.5
Male;English;13;51;20.01
Female;French;20;29;20
Female;English;9;76;15.5
Female;Other;8;56;15.5
Male;Other;10;17;15.5
Female;French;8;82;15.5
Female;English;13;34;13.31
Female;English;8;47;15.5
Male;English;10;58;13
Female;English;16;49;13.09
Female;English;14;26;12.36
Female;English;14.9;46;9.38
Female;English;12.5;49;18.61
Male;Other;6.5;44;22.5
Female;English;13.5;29;15.5
Female;Other;19;33;15.5
Male;English;16;39;19.2
Female;English;16;55;15.5
Male;English;10;73;15.5
Male;English;9;27;16.2
Female;English;10;45;7.5
Male;Other;8;63;15.5
Female;Other;12;76;15.5
Male;French;12.5;39;21.42
Male;English;13.6;23;7.2
Male;English;12;43;20.8
Female;English;12.5;39;15.5
Female;English;11;20;15.5
Female;Other;8;68;15.5
Male;English;12;31;17.5
Male;English;14;45;18.64
Male;English;16.2;24;19.58
Female;French;15;43;14.87
Male;French;12;51;17.07
Female;Other;8;69;15.5
Male;English;20;66;15.5
Male;French;12;43;10.23
Female;Other;14.5;57;15.5
Male;Other;7;71;15.5
Male;English;8;73;15.5
Male;English;12;18;6.86
Male;English;12;26;16.14
Male;English;12;56;15.5
Female;English;15;43;14
Female;English;12.5;42;15.5
Male;English;9;16;15.5
Female;English;12;37;15.5
Female;English;9;33;15.5
Male;English;12;25;14.15
Male;English;14;19;6.31
Male;English;14.5;37;16.8
Male;English;12;29;15.5
Male;English;10;16;15.5
Female;English;16;29;6.82
Female;English;11.1;42;15.5
Female;English;10.5;36;15.5
Male;Other;8;67;15.5
Female;English;13;38;15.5
Male;English;12.5;27;11
Female;English;11;57;15.5
Female;English;11;33;15.5
Female;Other;10;59;15.5
Male;English;12;39;15.5
Female;English;10.5;26;14
Male;Other;16.1;46;18
Female;English;13;69;15.5
Female;English;18.2;28;18
Female;Other;14;51;9.04
Female;English;12;42;15.5
Male;Other;12;33;9.5
Male;English;12;19;15.5
Male;English;11.3;30;22.33
Female;Other;8;82;15.5
Male;English;12;31;18.46
Female;English;18;80;15.5
Female;English;12.5;36;19.62
Female;English;15;69;15.5
Male;English;12;23;6.75
Female;English;11;17;15.5
Female;English;12;78;15.5
Female;Other;7;71;15.5
Male;English;20;51;15.5
Female;English;12;22;8.49
Male;English;9;86;15.5
Female;English;12;43;10.36
Female;English;13.5;44;9.3
Male;English;13;33;15
Male;English;10.6;60;15.36
Female;English;11;39;11
Male;English;15.1;40;13.51
Male;English;14.1;20;7.02
Female;English;15.5;24;12.5
Female;English;18;47;15.5
Female;Other;10;42;10.72
Male;English;10;66;15.5
Female;French;8;79;15.5
Female;English;11.5;27;15.5
Female;French;10;16;6.25
Male;English;13;66;15.5
Female;Other;7;85;15.5
Male;English;12.5;35;9
Female;English;11;16;15.5
Female;English;17;29;18.96
Female;English;12.8;39;14.4
Male;Other;8;64;15.5
Male;English;8;69;15.5
Male;French;4;53;15
Male;English;20;45;22.08
Male;English;12;19;9
Female;Other;17;55;12.8
Female;English;12;30;15.5
Female;English;14;36;13.44
Female;French;14.8;59;10.45
Female;English;10;79;15.5
Female;Other;12;63;15.5
Male;English;12;32;10.75
Male;English;13;32;14.13
Female;English;12;32;14.75
Female;English;8;38;6.7
Female;English;15.5;36;14.85
Male;English;8;61;15.5
Male;French;12;31;15.5
Female;English;15;86;15.5
Male;English;12;33;12.85
Female;English;16;76;15.5
Male;English;16;73;15.5
Female;English;13;25;15
Female;English;14;28;8
Female;English;11;70;15.5
Female;English;13;64;15.5
Female;French;12;54;15.5
Female;English;12;70;15.5
Male;Other;19;39;15.5
